candidate_case_id,site,date,sampling_duration,pm_size_fraction,aqs_site_id,cmb_sample_id,epa_status,omni_status,epa_wood_smoke_ug_m3,epa_wood_smoke_se_ug_m3,omni_wood_smoke_ug_m3,omni_wood_smoke_se_ug_m3,omni_no2_fuel_oil_ug_m3,revised_omni_available,source_universe_identical,profile_choice_isolated,levoglucosan_sample_id,radiocarbon_sample_id,external_reference_same_sample,disposition,reason
fairbanks_north_pole_2009-02-18,north_pole,2009-02-18,24 hours,PM2.5,,not published,no_or_incomplete_cmb_dataset,no_or_incomplete_cmb_dataset,,,,,,no,no,no,not published,not published,not recoverable from published tables,HOLD,EPA-versus-OMNI changes the source universe by adding No. 2 fuel oil; Busby publishes paired analyses but not the exact site/date/sample-ID crosswalk.
fairbanks_north_pole_2009-02-21,north_pole,2009-02-21,24 hours,PM2.5,,not published,valid,valid,8.1,1.1,7.0,0.9,1.6,no,no,no,not published,not published,not recoverable from published tables,HOLD,EPA-versus-OMNI changes the source universe by adding No. 2 fuel oil; Busby publishes paired analyses but not the exact site/date/sample-ID crosswalk.
fairbanks_north_pole_2009-02-24,north_pole,2009-02-24,24 hours,PM2.5,,not published,valid,valid,18.3,2.4,16.9,1.4,3.7,no,no,no,not published,not published,not recoverable from published tables,HOLD,EPA-versus-OMNI changes the source universe by adding No. 2 fuel oil; Busby publishes paired analyses but not the exact site/date/sample-ID crosswalk.
fairbanks_north_pole_2009-02-27,north_pole,2009-02-27,24 hours,PM2.5,,not published,valid,valid,4.4,0.7,4.3,0.6,0.0,no,no,no,not published,not published,not recoverable from published tables,HOLD,EPA-versus-OMNI changes the source universe by adding No. 2 fuel oil; Busby publishes paired analyses but not the exact site/date/sample-ID crosswalk.
fairbanks_north_pole_2009-03-02,north_pole,2009-03-02,24 hours,PM2.5,,not published,valid,valid,7.7,1.0,6.5,0.8,1.7,no,no,no,not published,not published,not recoverable from published tables,HOLD,EPA-versus-OMNI changes the source universe by adding No. 2 fuel oil; Busby publishes paired analyses but not the exact site/date/sample-ID crosswalk.
fairbanks_north_pole_2009-03-05,north_pole,2009-03-05,24 hours,PM2.5,,not published,mass_too_small_for_cmb,mass_too_small_for_cmb,,,,,,no,no,no,not published,not published,not recoverable from published tables,HOLD,EPA-versus-OMNI changes the source universe by adding No. 2 fuel oil; Busby publishes paired analyses but not the exact site/date/sample-ID crosswalk.
fairbanks_north_pole_2009-03-08,north_pole,2009-03-08,24 hours,PM2.5,,not published,valid,valid,4.6,0.7,4.4,0.6,0.0,no,no,no,not published,not published,not recoverable from published tables,HOLD,EPA-versus-OMNI changes the source universe by adding No. 2 fuel oil; Busby publishes paired analyses but not the exact site/date/sample-ID crosswalk.
fairbanks_north_pole_2009-03-11,north_pole,2009-03-11,24 hours,PM2.5,,not published,valid,valid,11.3,2.4,8.3,0.9,1.4,no,no,no,not published,not published,not recoverable from published tables,HOLD,EPA-versus-OMNI changes the source universe by adding No. 2 fuel oil; Busby publishes paired analyses but not the exact site/date/sample-ID crosswalk.
fairbanks_north_pole_2009-03-14,north_pole,2009-03-14,24 hours,PM2.5,,not published,valid,valid,12.1,1.5,12.0,0.9,0.0,no,no,no,not published,not published,not recoverable from published tables,HOLD,EPA-versus-OMNI changes the source universe by adding No. 2 fuel oil; Busby publishes paired analyses but not the exact site/date/sample-ID crosswalk.
fairbanks_north_pole_2009-03-17,north_pole,2009-03-17,24 hours,PM2.5,,not published,mass_too_small_for_cmb,mass_too_small_for_cmb,,,,,,no,no,no,not published,not published,not recoverable from published tables,HOLD,EPA-versus-OMNI changes the source universe by adding No. 2 fuel oil; Busby publishes paired analyses but not the exact site/date/sample-ID crosswalk.
fairbanks_north_pole_2009-03-20,north_pole,2009-03-20,24 hours,PM2.5,,not published,mass_too_small_for_cmb,mass_too_small_for_cmb,,,,,,no,no,no,not published,not published,not recoverable from published tables,HOLD,EPA-versus-OMNI changes the source universe by adding No. 2 fuel oil; Busby publishes paired analyses but not the exact site/date/sample-ID crosswalk.
fairbanks_north_pole_2009-03-23,north_pole,2009-03-23,24 hours,PM2.5,,not published,mass_too_small_for_cmb,mass_too_small_for_cmb,,,,,,no,no,no,not published,not published,not recoverable from published tables,HOLD,EPA-versus-OMNI changes the source universe by adding No. 2 fuel oil; Busby publishes paired analyses but not the exact site/date/sample-ID crosswalk.
fairbanks_north_pole_2009-03-26,north_pole,2009-03-26,24 hours,PM2.5,,not published,mass_too_small_for_cmb,mass_too_small_for_cmb,,,,,,no,no,no,not published,not published,not recoverable from published tables,HOLD,EPA-versus-OMNI changes the source universe by adding No. 2 fuel oil; Busby publishes paired analyses but not the exact site/date/sample-ID crosswalk.
fairbanks_north_pole_2009-03-29,north_pole,2009-03-29,24 hours,PM2.5,,not published,valid,valid,9.8,2.1,5.7,0.9,3.2,no,no,no,not published,not published,not recoverable from published tables,HOLD,EPA-versus-OMNI changes the source universe by adding No. 2 fuel oil; Busby publishes paired analyses but not the exact site/date/sample-ID crosswalk.
fairbanks_north_pole_2009-04-01,north_pole,2009-04-01,24 hours,PM2.5,,not published,valid,valid,8.2,1.7,8.0,0.9,0.0,no,no,no,not published,not published,not recoverable from published tables,HOLD,EPA-versus-OMNI changes the source universe by adding No. 2 fuel oil; Busby publishes paired analyses but not the exact site/date/sample-ID crosswalk.
fairbanks_north_pole_2009-04-04,north_pole,2009-04-04,24 hours,PM2.5,,not published,valid,valid,5.6,1.3,5.8,0.8,0.0,no,no,no,not published,not published,not recoverable from published tables,HOLD,EPA-versus-OMNI changes the source universe by adding No. 2 fuel oil; Busby publishes paired analyses but not the exact site/date/sample-ID crosswalk.
fairbanks_north_pole_2009-04-07,north_pole,2009-04-07,24 hours,PM2.5,,not published,valid,valid,9.2,1.2,9.1,0.8,0.0,no,no,no,not published,not published,not recoverable from published tables,HOLD,EPA-versus-OMNI changes the source universe by adding No. 2 fuel oil; Busby publishes paired analyses but not the exact site/date/sample-ID crosswalk.
fairbanks_peger_road_2009-01-25,peger_road,2009-01-25,24 hours,PM2.5,,not published,valid,valid,16.5,2.2,12.2,1.7,9.9,yes,no,no,not published,not published,not recoverable from published tables,HOLD,EPA-versus-OMNI changes the source universe by adding No. 2 fuel oil; Busby publishes paired analyses but not the exact site/date/sample-ID crosswalk.
fairbanks_peger_road_2009-01-28,peger_road,2009-01-28,24 hours,PM2.5,,not published,valid,valid,20.6,2.6,21.0,1.6,0.0,yes,no,no,not published,not published,not recoverable from published tables,HOLD,EPA-versus-OMNI changes the source universe by adding No. 2 fuel oil; Busby publishes paired analyses but not the exact site/date/sample-ID crosswalk.
fairbanks_peger_road_2009-01-31,peger_road,2009-01-31,24 hours,PM2.5,,not published,valid,valid,10.0,2.7,5.0,1.1,5.8,yes,no,no,not published,not published,not recoverable from published tables,HOLD,EPA-versus-OMNI changes the source universe by adding No. 2 fuel oil; Busby publishes paired analyses but not the exact site/date/sample-ID crosswalk.
fairbanks_peger_road_2009-02-03,peger_road,2009-02-03,24 hours,PM2.5,,not published,valid,valid,13.2,1.7,13.3,1.0,0.0,yes,no,no,not published,not published,not recoverable from published tables,HOLD,EPA-versus-OMNI changes the source universe by adding No. 2 fuel oil; Busby publishes paired analyses but not the exact site/date/sample-ID crosswalk.
fairbanks_peger_road_2009-02-05,peger_road,2009-02-05,24 hours,PM2.5,,not published,valid,valid,23.9,3.5,17.3,2.7,19.9,yes,no,no,not published,not published,not recoverable from published tables,HOLD,EPA-versus-OMNI changes the source universe by adding No. 2 fuel oil; Busby publishes paired analyses but not the exact site/date/sample-ID crosswalk.
fairbanks_peger_road_2009-02-06,peger_road,2009-02-06,24 hours,PM2.5,,not published,no_or_incomplete_cmb_dataset,no_or_incomplete_cmb_dataset,,,,,,yes,no,no,not published,not published,not recoverable from published tables,HOLD,EPA-versus-OMNI changes the source universe by adding No. 2 fuel oil; Busby publishes paired analyses but not the exact site/date/sample-ID crosswalk.
fairbanks_peger_road_2009-02-07,peger_road,2009-02-07,24 hours,PM2.5,,not published,valid,valid,22.4,2.8,14.2,1.9,13.9,yes,no,no,not published,not published,not recoverable from published tables,HOLD,EPA-versus-OMNI changes the source universe by adding No. 2 fuel oil; Busby publishes paired analyses but not the exact site/date/sample-ID crosswalk.
fairbanks_peger_road_2009-02-09,peger_road,2009-02-09,24 hours,PM2.5,,not published,valid,valid,6.2,1.0,6.1,0.8,1.9,yes,no,no,not published,not published,not recoverable from published tables,HOLD,EPA-versus-OMNI changes the source universe by adding No. 2 fuel oil; Busby publishes paired analyses but not the exact site/date/sample-ID crosswalk.
fairbanks_peger_road_2009-02-12,peger_road,2009-02-12,24 hours,PM2.5,,not published,valid,valid,14.9,2.0,12.5,1.5,7.3,yes,no,no,not published,not published,not recoverable from published tables,HOLD,EPA-versus-OMNI changes the source universe by adding No. 2 fuel oil; Busby publishes paired analyses but not the exact site/date/sample-ID crosswalk.
fairbanks_peger_road_2009-02-15,peger_road,2009-02-15,24 hours,PM2.5,,not published,valid,valid,19.6,2.6,13.9,1.9,12.2,yes,no,no,not published,not published,not recoverable from published tables,HOLD,EPA-versus-OMNI changes the source universe by adding No. 2 fuel oil; Busby publishes paired analyses but not the exact site/date/sample-ID crosswalk.
fairbanks_peger_road_2009-02-18,peger_road,2009-02-18,24 hours,PM2.5,,not published,valid,valid,11.1,1.6,12.6,1.0,0.0,yes,no,no,not published,not published,not recoverable from published tables,HOLD,EPA-versus-OMNI changes the source universe by adding No. 2 fuel oil; Busby publishes paired analyses but not the exact site/date/sample-ID crosswalk.
fairbanks_peger_road_2009-02-21,peger_road,2009-02-21,24 hours,PM2.5,,not published,valid,valid,8.3,1.3,6.4,1.2,5.3,yes,no,no,not published,not published,not recoverable from published tables,HOLD,EPA-versus-OMNI changes the source universe by adding No. 2 fuel oil; Busby publishes paired analyses but not the exact site/date/sample-ID crosswalk.
fairbanks_peger_road_2009-02-24,peger_road,2009-02-24,24 hours,PM2.5,,not published,valid,valid,13.1,1.8,14.7,1.1,0.0,yes,no,no,not published,not published,not recoverable from published tables,HOLD,EPA-versus-OMNI changes the source universe by adding No. 2 fuel oil; Busby publishes paired analyses but not the exact site/date/sample-ID crosswalk.
fairbanks_peger_road_2009-02-27,peger_road,2009-02-27,24 hours,PM2.5,,not published,valid,valid,5.3,0.8,3.1,0.9,2.8,yes,no,no,not published,not published,not recoverable from published tables,HOLD,EPA-versus-OMNI changes the source universe by adding No. 2 fuel oil; Busby publishes paired analyses but not the exact site/date/sample-ID crosswalk.
fairbanks_peger_road_2009-03-02,peger_road,2009-03-02,24 hours,PM2.5,,not published,valid,valid,10.9,1.6,12.7,1.0,0.0,yes,no,no,not published,not published,not recoverable from published tables,HOLD,EPA-versus-OMNI changes the source universe by adding No. 2 fuel oil; Busby publishes paired analyses but not the exact site/date/sample-ID crosswalk.
fairbanks_peger_road_2009-03-05,peger_road,2009-03-05,24 hours,PM2.5,,not published,valid,valid,2.6,0.6,2.6,0.7,1.5,yes,no,no,not published,not published,not recoverable from published tables,HOLD,EPA-versus-OMNI changes the source universe by adding No. 2 fuel oil; Busby publishes paired analyses but not the exact site/date/sample-ID crosswalk.
fairbanks_peger_road_2009-03-08,peger_road,2009-03-08,24 hours,PM2.5,,not published,valid,valid,5.2,1.5,2.0,0.9,3.5,yes,no,no,not published,not published,not recoverable from published tables,HOLD,EPA-versus-OMNI changes the source universe by adding No. 2 fuel oil; Busby publishes paired analyses but not the exact site/date/sample-ID crosswalk.
fairbanks_peger_road_2009-03-11,peger_road,2009-03-11,24 hours,PM2.5,,not published,valid,valid,8.2,1.3,8.9,1.1,3.7,yes,no,no,not published,not published,not recoverable from published tables,HOLD,EPA-versus-OMNI changes the source universe by adding No. 2 fuel oil; Busby publishes paired analyses but not the exact site/date/sample-ID crosswalk.
fairbanks_peger_road_2009-03-14,peger_road,2009-03-14,24 hours,PM2.5,,not published,valid,valid,6.8,1.1,4.2,1.1,5.7,yes,no,no,not published,not published,not recoverable from published tables,HOLD,EPA-versus-OMNI changes the source universe by adding No. 2 fuel oil; Busby publishes paired analyses but not the exact site/date/sample-ID crosswalk.
fairbanks_peger_road_2009-03-17,peger_road,2009-03-17,24 hours,PM2.5,,not published,valid,valid,7.2,0.9,4.0,0.9,4.1,yes,no,no,not published,not published,not recoverable from published tables,HOLD,EPA-versus-OMNI changes the source universe by adding No. 2 fuel oil; Busby publishes paired analyses but not the exact site/date/sample-ID crosswalk.
fairbanks_peger_road_2009-03-20,peger_road,2009-03-20,24 hours,PM2.5,,not published,valid,valid,5.0,0.7,2.8,0.7,2.8,yes,no,no,not published,not published,not recoverable from published tables,HOLD,EPA-versus-OMNI changes the source universe by adding No. 2 fuel oil; Busby publishes paired analyses but not the exact site/date/sample-ID crosswalk.
fairbanks_peger_road_2009-03-23,peger_road,2009-03-23,24 hours,PM2.5,,not published,valid,valid,6.9,1.0,4.2,1.0,5.3,yes,no,no,not published,not published,not recoverable from published tables,HOLD,EPA-versus-OMNI changes the source universe by adding No. 2 fuel oil; Busby publishes paired analyses but not the exact site/date/sample-ID crosswalk.
fairbanks_peger_road_2009-03-26,peger_road,2009-03-26,24 hours,PM2.5,,not published,valid,valid,5.5,0.8,4.0,0.9,1.6,yes,no,no,not published,not published,not recoverable from published tables,HOLD,EPA-versus-OMNI changes the source universe by adding No. 2 fuel oil; Busby publishes paired analyses but not the exact site/date/sample-ID crosswalk.
fairbanks_peger_road_2009-03-29,peger_road,2009-03-29,24 hours,PM2.5,,not published,valid,valid,6.8,1.0,8.1,0.8,0.0,yes,no,no,not published,not published,not recoverable from published tables,HOLD,EPA-versus-OMNI changes the source universe by adding No. 2 fuel oil; Busby publishes paired analyses but not the exact site/date/sample-ID crosswalk.
fairbanks_peger_road_2009-04-01,peger_road,2009-04-01,24 hours,PM2.5,,not published,valid,valid,9.8,1.2,7.3,1.4,3.4,yes,no,no,not published,not published,not recoverable from published tables,HOLD,EPA-versus-OMNI changes the source universe by adding No. 2 fuel oil; Busby publishes paired analyses but not the exact site/date/sample-ID crosswalk.
fairbanks_peger_road_2009-04-04,peger_road,2009-04-04,24 hours,PM2.5,,not published,valid,valid,6.8,1.6,4.7,1.0,2.7,yes,no,no,not published,not published,not recoverable from published tables,HOLD,EPA-versus-OMNI changes the source universe by adding No. 2 fuel oil; Busby publishes paired analyses but not the exact site/date/sample-ID crosswalk.
fairbanks_peger_road_2009-04-07,peger_road,2009-04-07,24 hours,PM2.5,,not published,valid,valid,9.4,2.5,4.7,1.0,5.0,yes,no,no,not published,not published,not recoverable from published tables,HOLD,EPA-versus-OMNI changes the source universe by adding No. 2 fuel oil; Busby publishes paired analyses but not the exact site/date/sample-ID crosswalk.
fairbanks_state_building_2008-11-08,state_building,2008-11-08,24 hours,PM2.5,02-090-0010,not published,valid,valid,27.0,3.6,19.0,2.6,11.9,yes,no,no,not published,not published,not recoverable from published tables,HOLD,EPA-versus-OMNI changes the source universe by adding No. 2 fuel oil; Busby publishes paired analyses but not the exact site/date/sample-ID crosswalk.
fairbanks_state_building_2008-11-11,state_building,2008-11-11,24 hours,PM2.5,02-090-0010,not published,valid,valid,17.2,2.6,22.2,2.8,8.9,yes,no,no,not published,not published,not recoverable from published tables,HOLD,EPA-versus-OMNI changes the source universe by adding No. 2 fuel oil; Busby publishes paired analyses but not the exact site/date/sample-ID crosswalk.
fairbanks_state_building_2008-11-14,state_building,2008-11-14,24 hours,PM2.5,02-090-0010,not published,valid,valid,26.2,4.2,31.4,2.6,0.0,yes,no,no,not published,not published,not recoverable from published tables,HOLD,EPA-versus-OMNI changes the source universe by adding No. 2 fuel oil; Busby publishes paired analyses but not the exact site/date/sample-ID crosswalk.
fairbanks_state_building_2008-11-17,state_building,2008-11-17,24 hours,PM2.5,02-090-0010,not published,valid,valid,15.4,2.0,11.1,1.5,5.9,yes,no,no,not published,not published,not recoverable from published tables,HOLD,EPA-versus-OMNI changes the source universe by adding No. 2 fuel oil; Busby publishes paired analyses but not the exact site/date/sample-ID crosswalk.
fairbanks_state_building_2008-11-20,state_building,2008-11-20,24 hours,PM2.5,02-090-0010,not published,valid,valid,11.7,2.0,13.9,1.2,0.0,yes,no,no,not published,not published,not recoverable from published tables,HOLD,EPA-versus-OMNI changes the source universe by adding No. 2 fuel oil; Busby publishes paired analyses but not the exact site/date/sample-ID crosswalk.
fairbanks_state_building_2008-11-23,state_building,2008-11-23,24 hours,PM2.5,02-090-0010,not published,valid,valid,14.6,2.2,11.2,1.8,8.2,yes,no,no,not published,not published,not recoverable from published tables,HOLD,EPA-versus-OMNI changes the source universe by adding No. 2 fuel oil; Busby publishes paired analyses but not the exact site/date/sample-ID crosswalk.
fairbanks_state_building_2008-11-26,state_building,2008-11-26,24 hours,PM2.5,02-090-0010,not published,valid,valid,13.5,2.3,11.7,1.7,7.8,yes,no,no,not published,not published,not recoverable from published tables,HOLD,EPA-versus-OMNI changes the source universe by adding No. 2 fuel oil; Busby publishes paired analyses but not the exact site/date/sample-ID crosswalk.
fairbanks_state_building_2008-11-29,state_building,2008-11-29,24 hours,PM2.5,02-090-0010,not published,valid,valid,12.0,1.6,8.5,1.3,4.8,yes,no,no,not published,not published,not recoverable from published tables,HOLD,EPA-versus-OMNI changes the source universe by adding No. 2 fuel oil; Busby publishes paired analyses but not the exact site/date/sample-ID crosswalk.
fairbanks_state_building_2008-12-02,state_building,2008-12-02,24 hours,PM2.5,02-090-0010,not published,valid,valid,28.1,3.8,28.3,2.6,0.0,yes,no,no,not published,not published,not recoverable from published tables,HOLD,EPA-versus-OMNI changes the source universe by adding No. 2 fuel oil; Busby publishes paired analyses but not the exact site/date/sample-ID crosswalk.
fairbanks_state_building_2008-12-05,state_building,2008-12-05,24 hours,PM2.5,02-090-0010,not published,valid,valid,15.5,2.5,13.2,1.9,9.7,yes,no,no,not published,not published,not recoverable from published tables,HOLD,EPA-versus-OMNI changes the source universe by adding No. 2 fuel oil; Busby publishes paired analyses but not the exact site/date/sample-ID crosswalk.
fairbanks_state_building_2008-12-08,state_building,2008-12-08,24 hours,PM2.5,02-090-0010,not published,no_or_incomplete_cmb_dataset,no_or_incomplete_cmb_dataset,,,,,,yes,no,no,not published,not published,not recoverable from published tables,HOLD,EPA-versus-OMNI changes the source universe by adding No. 2 fuel oil; Busby publishes paired analyses but not the exact site/date/sample-ID crosswalk.
fairbanks_state_building_2008-12-11,state_building,2008-12-11,24 hours,PM2.5,02-090-0010,not published,valid,valid,12.5,2.1,14.6,1.3,0.0,yes,no,no,not published,not published,not recoverable from published tables,HOLD,EPA-versus-OMNI changes the source universe by adding No. 2 fuel oil; Busby publishes paired analyses but not the exact site/date/sample-ID crosswalk.
fairbanks_state_building_2008-12-14,state_building,2008-12-14,24 hours,PM2.5,02-090-0010,not published,valid,valid,24.2,3.1,24.3,2.1,0.0,yes,no,no,not published,not published,not recoverable from published tables,HOLD,EPA-versus-OMNI changes the source universe by adding No. 2 fuel oil; Busby publishes paired analyses but not the exact site/date/sample-ID crosswalk.
fairbanks_state_building_2008-12-17,state_building,2008-12-17,24 hours,PM2.5,02-090-0010,not published,valid,valid,21.4,3.0,23.2,2.1,0.0,yes,no,no,not published,not published,not recoverable from published tables,HOLD,EPA-versus-OMNI changes the source universe by adding No. 2 fuel oil; Busby publishes paired analyses but not the exact site/date/sample-ID crosswalk.
fairbanks_state_building_2008-12-20,state_building,2008-12-20,24 hours,PM2.5,02-090-0010,not published,valid,valid,18.0,2.4,11.0,2.0,9.6,yes,no,no,not published,not published,not recoverable from published tables,HOLD,EPA-versus-OMNI changes the source universe by adding No. 2 fuel oil; Busby publishes paired analyses but not the exact site/date/sample-ID crosswalk.
fairbanks_state_building_2008-12-23,state_building,2008-12-23,24 hours,PM2.5,02-090-0010,not published,valid,valid,38.5,3.3,30.8,2.6,0.0,yes,no,no,not published,not published,not recoverable from published tables,HOLD,EPA-versus-OMNI changes the source universe by adding No. 2 fuel oil; Busby publishes paired analyses but not the exact site/date/sample-ID crosswalk.
fairbanks_state_building_2008-12-26,state_building,2008-12-26,24 hours,PM2.5,02-090-0010,not published,valid,valid,9.0,1.8,11.9,1.1,0.0,yes,no,no,not published,not published,not recoverable from published tables,HOLD,EPA-versus-OMNI changes the source universe by adding No. 2 fuel oil; Busby publishes paired analyses but not the exact site/date/sample-ID crosswalk.
fairbanks_state_building_2008-12-29,state_building,2008-12-29,24 hours,PM2.5,02-090-0010,not published,valid,valid,55.2,6.5,21.7,2.1,0.0,yes,no,no,not published,not published,not recoverable from published tables,HOLD,EPA-versus-OMNI changes the source universe by adding No. 2 fuel oil; Busby publishes paired analyses but not the exact site/date/sample-ID crosswalk.
fairbanks_state_building_2009-01-01,state_building,2009-01-01,24 hours,PM2.5,02-090-0010,not published,valid,valid,18.2,2.4,12.1,2.4,9.0,yes,no,no,not published,not published,not recoverable from published tables,HOLD,EPA-versus-OMNI changes the source universe by adding No. 2 fuel oil; Busby publishes paired analyses but not the exact site/date/sample-ID crosswalk.
fairbanks_state_building_2009-01-04,state_building,2009-01-04,24 hours,PM2.5,02-090-0010,not published,valid,valid,20.1,3.2,13.5,2.8,15.0,yes,no,no,not published,not published,not recoverable from published tables,HOLD,EPA-versus-OMNI changes the source universe by adding No. 2 fuel oil; Busby publishes paired analyses but not the exact site/date/sample-ID crosswalk.
fairbanks_state_building_2009-01-07,state_building,2009-01-07,24 hours,PM2.5,02-090-0010,not published,valid,valid,35.2,5.0,36.0,3.5,0.0,yes,no,no,not published,not published,not recoverable from published tables,HOLD,EPA-versus-OMNI changes the source universe by adding No. 2 fuel oil; Busby publishes paired analyses but not the exact site/date/sample-ID crosswalk.
fairbanks_state_building_2009-01-10,state_building,2009-01-10,24 hours,PM2.5,02-090-0010,not published,valid,valid,33.5,4.7,34.0,3.3,0.0,yes,no,no,not published,not published,not recoverable from published tables,HOLD,EPA-versus-OMNI changes the source universe by adding No. 2 fuel oil; Busby publishes paired analyses but not the exact site/date/sample-ID crosswalk.
fairbanks_state_building_2009-01-13,state_building,2009-01-13,24 hours,PM2.5,02-090-0010,not published,valid,valid,17.6,3.1,22.0,1.9,0.0,yes,no,no,not published,not published,not recoverable from published tables,HOLD,EPA-versus-OMNI changes the source universe by adding No. 2 fuel oil; Busby publishes paired analyses but not the exact site/date/sample-ID crosswalk.
fairbanks_state_building_2009-01-16,state_building,2009-01-16,24 hours,PM2.5,02-090-0010,not published,mass_too_small_for_cmb,mass_too_small_for_cmb,,,,,,yes,no,no,not published,not published,not recoverable from published tables,HOLD,EPA-versus-OMNI changes the source universe by adding No. 2 fuel oil; Busby publishes paired analyses but not the exact site/date/sample-ID crosswalk.
fairbanks_state_building_2009-01-19,state_building,2009-01-19,24 hours,PM2.5,02-090-0010,not published,valid,valid,3.9,0.7,2.6,0.9,2.5,yes,no,no,not published,not published,not recoverable from published tables,HOLD,EPA-versus-OMNI changes the source universe by adding No. 2 fuel oil; Busby publishes paired analyses but not the exact site/date/sample-ID crosswalk.
fairbanks_state_building_2009-01-22,state_building,2009-01-22,24 hours,PM2.5,02-090-0010,not published,valid,valid,5.1,0.8,5.2,0.6,0.0,yes,no,no,not published,not published,not recoverable from published tables,HOLD,EPA-versus-OMNI changes the source universe by adding No. 2 fuel oil; Busby publishes paired analyses but not the exact site/date/sample-ID crosswalk.
fairbanks_state_building_2009-01-25,state_building,2009-01-25,24 hours,PM2.5,02-090-0010,not published,valid,valid,18.2,2.4,10.3,2.1,10.7,yes,no,no,not published,not published,not recoverable from published tables,HOLD,EPA-versus-OMNI changes the source universe by adding No. 2 fuel oil; Busby publishes paired analyses but not the exact site/date/sample-ID crosswalk.
fairbanks_state_building_2009-01-28,state_building,2009-01-28,24 hours,PM2.5,02-090-0010,not published,valid,valid,20.1,2.8,20.5,1.9,0.0,yes,no,no,not published,not published,not recoverable from published tables,HOLD,EPA-versus-OMNI changes the source universe by adding No. 2 fuel oil; Busby publishes paired analyses but not the exact site/date/sample-ID crosswalk.
